// interfaces // arguments
// callable statement support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// replicate does cascade to uninitialized collections
// prefer re-generation of identity!
// ignore this error for now
// transfer an explicitly defined entity name // handle the lazy attribute
// return the connection
// First, collect all of the select expressions. // NOTE: This must be done *before* invoking setScalarColumnText() because setScalarColumnText() // changes the AST!!!
// TODO : this really needs to be delayed unitl after we definitively know all node types // where this is currently a problem is parameters for which where we cannot unequivocally // resolve an expected type
// iconst_i
// we found it
//TODO: optimize this better!
// it is or was referenced _somewhere_
// Collection of components.
//return classAlias == null ? className : classAlias;
//TODO: code duplication with JoinedSubclassEntityPersister
//need to hydrate it.
// TABLENAME
//null clientLock is remotely possible but will never happen in practice
// add temp entry so that the next step is circular-reference // safe - only needed because some types don't take proper // advantage of two-phase-load (esp. components)
// The current_timestamp is more accurate, but only known to be supported // in SQL Server 7.0 and later (i.e., Sybase not known to support it at all)
// found
//handle a property-ref
// You may still have other ResultSets or update counts left to process here  // but you can't do it now or the ResultSet you just got will be closed
//TODO: this class does too many things! we need a different //kind of path expression parser for each of the diffferent //ways in which path expressions can occur
// Handle collection-fiter compilation. // IMPORTANT NOTE: This is modifying the INPUT (HQL) tree, not the output tree!
// a collection loaded in the current session // can not possibly be the collection belonging // to the entity passed to update()
// Parse the query string into an HQL AST.
// Turn off includeSubclasses on all FromElements.
//note that each iteration of the loop may add new elements
// for convenience to save some lookups
// dirty check against the usual snapshot of the entity
//implicit polymorphism not supported (would need a union)
// *load_1 // each type
// end region to handling exception (BulkAccessorException)
//TODO!
// Generate implicit joins, only if necessary.
// Does the LIMIT clause take a "maximum" row number instead of a total number of returned rows?
//needed for SOAP libraries, etc
// the user specifically supplied update="true", // which constitutes an illegal combo
// Dialect function
// Put the THETA_JOINS node before the HQL condition, after the filters.
// Allows various loaders (ok mainly the QueryLoader :) to check // whether scrolling of their result set should be allowed. // // By default it is allowed.
"//			ps.close(); //just close it; do NOT try to return it to the pool! //NOTE: early exit!"
// todo : potentially look at optimizing these two arrays
// automatically makes a column with the default name if none is specifed by XML
// ldc // field name
// really there are two situations where it should be ok to allow the insertion // into properties defined on a superclass: //      1) union-subclass with an abstract root entity //      2) discrim-subclass // // #1 is handled already because of the fact that // UnionSubclassPersister alreay always returns 0 // for this call... // // we may want to disallow it for discrim-subclass just for // consistency-sake (currently does not work anyway)...
// mappings might contain either the "raw" extends name (in the case of // an entity-name mapping) or a FQN (in the case of a POJO mapping).
// find any entities that are still transient after retry
"//			        ( implied && DotNode.useThetaStyleImplicitJoins ) ) {"
//Sybase BIT type does not support null values
// early exit...
//String[] fk = StringHelper.qualify( "collection_", cp.getKeyColumnNames() );
// Create a new FILTERS node as a parent of all filters
// an uninitialized proxy, noop, don't even need to // return an id, since it is never a save()
"/*public Type[] getSqlResultTypes() {		return sqlResultTypes;	}*/"
// these pieces are needed for usage in select clause
// Search for collections by reachability, updating their role. // We don't want to touch collections reachable from a deleted object
// not for internal use:
// do the work
// handle a path expression or class name that // appears at the start, in the "new" HQL // style or an alias that appears at the start // in the "old" HQL style
// we only release the connection
// and this is not a forced initialization during flush
// If the property is a special collection property name, return a CollectionPropertyMapping.
// wrapped iterators
// "finish off" the join
// (NOT (LT a b) ) => (GE a b)
// else this is not a collection initializer (and empty collections will // be detected by looking for the owner's identifier in the result set)
// Serialize //-----------------------------------------------------------------------
// add the discriminator
//QueryJoinFragment join = q.createJoinFragment(useThetaStyleJoin);
// lock() operations ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// If there is a second child (RHS), recurse into that child.
// this is a virtual id property...
// JOINS
//SessionFactory name:
// for non-inverse one-to-many, with a not-null fk, add a backref!
//TODO: need some caching scheme? really comes down to decision  //      regarding amount of state (if any) kept on PropertyAccessors
// we have to set up the table later!! yuck
// return the (fully resolved) identifier value, but do not resolve // to the actual referenced entity instance // NOTE: the owner of the association is not really the owner of the id!
// delete() operations ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// again, both should be FromElements
//orphan delete not supported for EntityMode.DOM4J
// according to both the ANSI-SQL and EJB3 specs, trim can either take // exactly one parameter or a variable number of parameters between 1 and 4. // from the SQL spec: // // <trim function> ::= //      TRIM <left paren> <trim operands> <right paren> // // <trim operands> ::= //      [ [ <trim specification> ] [ <trim character> ] FROM ] <trim source> // // <trim specification> ::= //      LEADING //      | TRAILING //      | BOTH // // If only <trim specification> is omitted, BOTH is assumed; // if <trim character> is omitted, space is assumed
// saves / updates don't cascade to uninitialized collections
// array of primitive type // do nothing
//if there is no property-ref, assume the join //is to the subclass table (ie. the table of the //subclass that the association belongs to)
// SQL strings
//TODO: need to make the majority of this functionality into a top-level support class for custom impl support
// Parameter handling code ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// RDMS has no known variation of a "SELECT ... FOR UPDATE" syntax...
// A session is considered to contain an entity only if the entity has // an entry in the session's persistence context and the entry reports // that the entity has not been removed
// will still be issued when it used to be null
// Second-level / query cache:
// ResultSet impl ("overridden") ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
//fetch the generated id in a separate query
// parameter bind values...
// use default behavior
// if its the root criteria, we are done
// no existing row - do an insert
// --- Query translator methods ---
// if it was a reference to self, don't need to nullify // unless we are using native id generation, in which // case we definitely need to nullify
//its the given optional object
// we have the form: trim(from trimSource). //      This is functionally equivalent to trim(trimSource) // EARLY EXIT!!!!
"/**	 * TODO: Check if Mimer SQL cannot handle the way DB2 does	 */"
// Regions can get instantiated in the course of normal work (e.g. // a named query region will be created the first time the query is // executed), so suspend any ongoing tx
//cache this
//TODO:this is only needed during compilation .. can we eliminate the instvar?
//TODO: bad implementation, cos it depends upon ordering of mapping doc //      fixing this requires that Collection/PersistentClass gain access //      to the Mappings reference from Configuration (or the filterDefinitions //      map directly) sometime during Configuration.buildSessionFactory //      (after all the types/filter-defs are known and before building //      persisters).
// ( (Column) discrim.getColumnIterator().next() ).setType(type);
// function support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// this is an internal error of some sort...
// Impl note: takes advantage of the fact that an escpaed single quote // embedded within a quote-block can really be handled as two seperate // quote-blocks for the purposes of this method...
// allow these to go through the the real session no matter what
// replicate() operations ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// Transform the tree.
//no point doing this if NONE was requested
// For implied many-to-many, just add the end join.
// Alias references and identifiers use the same node class.
// we have the form: trim(trimSource) //      so we trim leading and trailing spaces
// increment the version number (if necessary)
//first look for a reference to a projection alias
// strip the " where "
// If this is an implied join in a from element, then use the impled join type which is part of the // tree parser's state (set by the gramamar actions).
// skip finalize methods
// for an any // we will have to use reflection
//many-to-many
//TODO:refactor + make this method private
// check if it is already completely loaded, but unowned
/*implied*/
// 'outer' is optional and is ignored
// UNIQUE VIOLATION
//scan the query string for class names appearing in the from clause and replace //with all persistent implementors of the class/interface, returning multiple //query strings (make sure we don't pick up a class in the select clause!)
//instanceof AssociationType;
// return existing object or initialized proxy (unless deleted)
//property-refs for associations defined on a //component are not supported, so no need to slice
// this class has no proxies (so do a shortcut)
//take a snapshot
// both are Timestamps
// now look up the object we are really interested in! // (this lets us correctly handle proxies and multi-row // or multi-column queries)
// If we have <tt>not-found="ignore"</tt> association mapped to a // formula, we always need to dirty check it, so we can update the // second-level cache
// float
// public getters ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
"//note: dirtyFields==null means we had no snapshot, and we couldn't get one using select-before-update //	  oldFields==null just means we had no snapshot to begin with (we might have used select-before-update to get the dirtyFields)"
// may be final
//now render the joins
//figure out which columns are needed
// xmlforest requires a new kind of function constructor
// See if the second lookahed token can be an identifier.
//cant instantiate
// remove the current element from insertions. It will be added back later.
//if null, owner will be retrieved from session
//TODO: inefficient if that cache is just going to ignore the updated state!
// ALIASES
// property name is a sub-path of a component...
// create new lock that times out immediately
//render the SQL
// we can go straight to the first required row
// TRIM(end_keyword string-expression-1 FROM string-expression-2) // use Hibernate implementation "From" is one of the parameters they pass in position ?3 //registerFunction( "trim", new SQLFunctionTemplate(Hibernate.STRING, "trim(?1 ?2 from ?3)") );
// #3 - note that this is also true of "datetime - :param"...
//this is kinda the best we can do...
// is it necessary to register %exact since it can only appear in a where clause?
// replace {....} with corresponding column aliases
// new // BulkAccessorException
//if the collection is dereferenced, remove from the session cache //iter.remove(); //does not work, since the entrySet is not backed by the set
//null caused some problems
// this is either a <version/> tag with no type attribute, // or a <timestamp/> tag
//full joins are not supported.. yet!
// map of EntityMode -> Tuplizer
// For pessimistic locking, we just want to toss out our ref // to any old invalid root node and get the latest (may be null)
// We represent a from-clause alias
// the default...
// EARLY EXIT!!!
// VERSION / TIMESTAMP
// TABLE
// cache the actual id of the object, not the value of the // property-ref, which might not be initialized
// loading ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// explicitly perform no checking...
//This solution would allow us to eliminate the owner arg to disassemble(), but //what if the collection was null, and then later had elements added? seems unsafe //session.getPersistenceContext().getCollectionEntry( (PersistentCollection) value ).getKey();
// Numeric Functions ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// insertable simply because that is the user did not specify // anything; just override it
// If you're closing down the ConnectionProvider chances are an // is not a real big deal, just warn
// Add the new node to the map so that we don't create it twice.
// locate the registered function by the given name
// A list of collection wrappers that were instantiating during result set // processing, that we will need to initialize at the end of the query
//not all classpersisters implement PropertyMapping!
// default to element set if no elements() specified
//if it is a property of an embedded component, invoke on the "identifier"
// assume this is a newly instantiated transient object // which should be saved rather than updated
//SQL statements
// Add the token to the AST.
//doable if needed
//TODO check there is no actual definition elemnents when a ref is defined
//do two passes, for collection property-ref!
"/**     * FIXME Per the RegionFactory class Javadoc, this constructor version     * should not be necessary.     *      * @param props The configuration properties     */"
// again, null != null here
// collections ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// the object is transient or detached
// An ident node can represent an index expression if the ident // represents a naked property ref //      *Note: this makes the assumption (which is currently the case //      in the hql-sql grammar) that the ident is first resolved //      itself (addrExpr -> resolve()).  The other option, if that //      changes, is to call resolve from here; but it is //      currently un-needed overhead.
// peek ahead
//if there is no resulting row, return null
// otherwise, the proxy was pruned during the serialization process
// otherwise, a trim-specification and/or a trim-character // have been specified;  we need to decide which options // are present and "do the right thing" // should leading trim-characters be trimmed? // should trailing trim-characters be trimmed? // the trim-character (what is to be trimmed off?) // the trim-source (from where should it be trimmed?)
// initialize the Set of queried identifier spaces (ie. tables)
//60 seconds
// Use theta style (for regression) // Move the node up, after the origin node.
// checkcast
// tree cache in optimistic mode seems to have as very difficult // time with remove calls on non-existent nodes (NPEs)...
"//		 This assumes you will want to ignore any update counts "
// logic operators by definition resolve to boolean.
//usually useless
// orphans should be deleted during delete
// collections detect changes made via their public interface and mark // themselves as dirty as a performance optimization
//an identifier mapper => getKey will be included in the getNonDuplicatedPropertyIterator() //and checked later, so it needs to be excluded
"//		this.sessionFactory = sessionFactory;"
// Establish the region root node with a non-locking data version
//the BLOB type requires a size arguement - this defaults to //bytes - no arg defaults to 1 whole byte! //other argument mods include K - kilobyte, M - megabyte, G - gigabyte. //refer to the PBdevelopers guide for more info.
// we found it in the temp PC.  Should indicate we are in the midst of processing a result set // containing eager fetches via join fetch
// If the node has a first child, recurse into the first child.
//This is not very nice (and quite slow):
// Need to parse off the column qualifiers; this is assuming (which is true as of now) // that this is only used from update and delete HQL statement parsing
// as soon as we encounter our first letter, return the substring // from that position
// from javax.naming.Referenceable
// actual cache of the entries.  soft references are used for both the keys and the // values here since the values pertaining to the MRU entries are kept in a // seperate hard reference cache (to avoid their enqueuement/garbage-collection).
// performance opt
// NOTE: we need to do the wrap here even if its not "dirty", // because collections need wrapping but changes to _them_ // don't dirty the container. Also, for versioned data, we // need to wrap before calling searchForDirtyCollections
// iinc 3, 1
// cached for efficiency...
//processCollectionProperty(token, q.getCollectionPersister(collectionRole), collectionName);
// TODO : make this the factory for "entity mode related" sessions; // also means making this the target of transaction-synch and the // thing that knows how to cascade things between related sessions // // At that point, perhaps this thing is a "SessionContext", and // ConnectionManager is a "JDBCContext"?  A "SessionContext" should // live in the impl package...
// Always add the collection's query spaces.
//default mode
//for non null args, check for components and elements containing components
// Sometimes use the element table alias, sometimes use the... umm... collection table alias (many to many)
//TODO: formulas ?
// brand new collection //TODO: or an array!! we can't lock objects with arrays now??
// A collection of scalar elements...
//count++;
// TODO : this constructor form is *only* used from constructor directly below us; can it go away?
//init the table here instead of earlier, so that we can get a quoted table name //TODO: would it be better to simply pass the qualified table name, instead of //      splitting it up into schema/catalog/table names
// if the collection belonged to a different entity, // clean up the existing state of the collection
//TODO: we should throw an exception if we really *know* for sure   //      that this is a detached instance, rather than just assuming //throw new StaleObjectStateException(entityName, id);
// more specifically : "datetime [op] ?" //      1) if the operator is MINUS, we really cannot determine //          the expected type as either another datetime or //          numeric would be valid //      2) if the operator is PLUS, the param needs to be of //          some numeric type
// This 'dot' expression now refers to the resulting from element.
// JBC put a version in the node when it created as part of // some internal operation. We are always newer, but if // the JBC version is > 1 something odd has happened
// finally handle the exception
// force initialize!
// WARNING: classfile only
// get the id from the object
//Sybase fail if we don't do that, sigh...
"//	register the type of the out param - an Oracle specific type"
// why does this matter?
// If the query is already compiled, skip the compilation.
// Does this dialect support check constraints?
"/*        Event anEvent = (Event) session                .createCriteria(Event.class).setFetchMode(""participants"", FetchMode.JOIN)                .add( Expression.eq(""id"", eventId) )                .uniqueResult(); // Eager fetch the colleciton so we can use it detached        */"
// Snapshots of current database state for entities // that have *not* been loaded
// named parameter
// ugly hack for cases like "elements(foo.bar.collection)" // (multi-part path expression ending in elements or indices)
//skip the FROM keyword in params
//return the id, so we can use it to reset the proxy id //return result;
//sql = update;
// This just handles a particular case of component // projection, perhaps get rid of it and throw an exception
// lock acquisition support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// Set the existing pool flag to true
// the MRU cache used to keep hard references to the most recently used query plans; // note : LRU here is a bit of a misnomer, it indicates that LRU entries are removed, the // actual kept entries are the MRU entries
//a "detached" collection!
// we need to grab the version value from the entity, otherwise // we have issues with generated-version entities that may have // multiple actions queued during the same flush
// currently allowed...
// the configured transaction-factory says it only supports // local callback mode, so no sense attempting to register a // JTA Synchronization
// The syntax used to add a column to a table
//Careful: these methods do not initialize the collection.
// if no batch, use "foo = ? and bar = ?"
// limit/offset support ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
//Cope with [,]
//do not return a proxy! //(this option indicates we are initializing a proxy)
//Open any extra brackets we might need.
// performance op to avoid the array search
// Get the names of the columns used to link between the collection // owner and the collection elements.
// a "detached" collection that originally belonged to the same entity
//register collection role
//assembled state gets put in a new array (we read from cache by value!)
// If this is an entity and the property is the identifier property, then use getIdentifierType(). //      Note that the propertyName.equals( propertyPath ) checks whether we have a component //      key reference, where the component class property name is the same as the //      entity id property name; if the two are not equal, this is the case and //      we'd need to "fall through" to using the property mapping.
// then handle any user-defined entity modes...
//return the id in the event object
// Look through the FromElement's children to find any collections of values that should be fetched...
// This is now handled earlier in this method.
// todo : need to find a clean way to handle the "event source" role // a seperate classs responsible for generating/dispatching events just duplicates most of the Session methods... // passing around seperate reto interceptor, factory, actionQueue, and persistentContext is not manageable...
// Note : expected in the syntax: //      type=listenerClass //          ({sep}type=listenerClass)* // where {sep} is any whitespace or comma
// The current alias is referencing the collection to be eagerly fetched
"//			buf.append( selectFragment( lhsAlias, """" ) )//ignore suffix for collection columns!"
//EARLY EXIT!
// Add any joins
"// Note: For object <-> SQL datatype mappings see: //	 Configuration Manager | Advanced | SQL | System DDL Datatype Mappings // //	TBD	registerColumnType(Types.BINARY,        ""binary($1)""); // changed 08-11-2005, jsl"
// We call getKeyFromResultSet() here so that we can know the // key value upon which to perform the breaking logic.  However, // it is also then called from getRowFromResultSet() which is certainly // not the most efficient.  But the call here is needed, and there // currently is no other way without refactoring of the doQuery()/getRowFromResultSet() // methods
// if we know there is exactly 1 row, we can skip. // it would be great if we could _always_ skip this; // it is a problem for <key-many-to-one>
// If this return's alias has not been processed yet, do so b4 further processing of this return
// do a check
// Does the collection referenced by this FromElement // specify an order-by attribute?  If so, attach it to // the query's order-by
// TODO : most of below was taken verbatim from DotNode; should either delegate this logic or super-type it
// if the condition is not already there...
//by default
// We can't change the TM on a running cache; just check // if the cache has no TM and we're OK with that
//TODO: perhaps this should be some other RuntimeException...
//now done in EntityIdentityInsertAction //persister.setIdentifier( entity, id, source.getEntityMode() );
// TODO: bindpropertyresults(alias, returnElem)
// After that, process the JOINs. // Invoke a delegate to do the work, as this is farily complex.
// meant to handle dynamic instantiation queries...
"/*				 * Property prop = new Property(); prop.setName(""id"");				 * prop.setPropertyAccessorName(""embedded""); prop.setValue(id);				 * entity.setIdentifierProperty(prop);				 */"
//information about properties of this class, //including inherited properties //(only really needed for updatable/insertable properties)
//named query parameter
/* local variables | target obj | each oldvalue | */
// byte
// For many-to-many joins, use the tablename from the queryable collection for the default text.
// Do the corresponding RHS
//or its the id property name
//TODO: check that entry.getIdentifier().equals(requestedId)
// not final-static to avoid possible classcast exceptions if using different oracle drivers.
// Skip 'DISTINCT' and 'ALL', so we return the first expression node.
// invokeinterface // callback.write*(..)
// superclass entity-name
// Base Expectation impls ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
// aload_0 // load this
//abort the save (the object is already saved by a circular cascade)
// Make sure we don't override previous set values
// look for existing collection as part of the persistence context
// If the propertyType is null and there isn't a parent, just // stop now... there was a problem resolving the node anyway.
// We use a different delegate than the non-optimistic superclass default
// check a set of parent/child nodes in the from-clause tree // to determine if a comma is required between them
// lock doesn't cascade to uninitialized collections
// Note this!!
// Find or create the WHERE clause
// Implicit joins use theta style (WHERE pk = fk), explicit joins use JOIN (after from)
// drop them in reverse order in case db needs it done that way...
// scroll backward
//slice, to get the columns for this component //property
//tokens that close a sub expression //tokens that open a sub expression //tokens that would indicate a sub expression is a boolean expression
// Append the stem to the proxool pool alias
// astore_3 // store bean
// determine the type of the first argument...
// PERSISTER
"//	private final String[] sqlAliases; //	private final String[] sqlAliasSuffixes;"
// the current join represents the join between a many-to-many association table // and its "target" table.  Here we need to apply any additional filters // defined specifically on the many-to-many
// the cache of the actual plans...
//materialize associations (and initialize the object) later
//TODO: would be nice to handle proxy classes elegantly!
//TODO: use these in methods above
// getfield // old value of the field
// Needed the "clazz_" check to work around union-subclasses // TODO : is there a way to tell whether a persister is truly discrim-column based inheritence?
// TODO : add this info to the translator and aggregate it here...
// GENERATOR
// transactions marked for rollback-only cause some TM impls to throw exceptions
// Do we need to qualify index names with the schema name?
// Set the attributes of the property reference expression.
//NOTE SPECIAL CASE: // one-to-one constrained=false cannot be proxied, // so default to join and non-lazy
//create an index on the key columns??
// SELECT p FROM p IN CLASS eg.Person ORDER BY p.Name, p.Address, p
// If this dot has already been resolved, stop now.
// we *always* assume an instance with a null // identifier or no identifier property is unsaved!
//TODO: cache this in an instvar
//HSQL has no Blob/Clob support .... but just put these here for now!
// Do we need to drop constraints before dropping tables in this dialect?
// (NOT (EQ a b) ) => (NE a b)
// warning: can cause a recursive calls! (proxy initialization)
"// if we get here, it is possible that we have a proxy 'in the way' of the merge map resolution... // 		NOTE: decided to put this here rather than in the above loop as I was nervous about the performance //		of the loop-in-loop especially considering this is far more likely the 'edge case'"
//Make 100% certain that this is called before any subsequent ScheduledUpdate.afterTransactionCompletion()!!
// Needed to bump this up to DotNode, because that is the only thing which currently // knows about the property-ref path in the correct format; it is either this, or // recurse over the DotNodes constructing the property path just like DotNode does // internally
// collection deletions are a special case since update() can add // deletions of collections not loaded by the session.
// we have a placeholder, spin forward till we find the end
// we need to lock the collection caches before // executing entity inserts/updates in order to // account for bidi associations
// Otherwise, this is a primitive type.
/* COLUMN and TABLE should be renamed but it would break the public API */
// No explicit select expression; render the id and properties // projection lists for every persister in the from clause into // a single 'token node'. //TODO: the only reason we need this stuff now is collection filters, //      we should get rid of derived select clause completely!
// Frontbase has no known variation of a "SELECT ... FOR UPDATE" syntax...
// Add these directly to the executions queue
// append the SQL to return the generated identifier //TODO: suck into Insert
// work around the "feature" where tree cache is validating the // inserted node during the next transaction. no idea...
//prevents this session from adding things to cache
"// IMPL NOTE : due to the delayed population of setters (setters cached // 		for performance), we really cannot pro0perly define equality for // 		this transformer"
//NOTE: EARLY EXIT!
// Let return-propertys override whatever the persister has for aliases.
// the database now holds a lock + the object is flushed from the cache, // so release the soft lock
//map second/minute/hour/day/month/year to ANSI extract(), override on subclasses
// A collection of components...
// oracle sql-state code for deadlock
// areturn // return the value of the field
"//			final List extendsQueue,"
// one or the other needs to be a datetime for us to get into this method in the first place...
// Private constructor - stops checkstyle from complaining.
//only needed during compilation phase...
//SQL Generation settings:
//just a performance opt!
// continue...; we'll find out if it ends up not getting saved later
//expressionTerminators.add(","); // deliberately excluded
// NativeSQL: collect element column and auto-aliases
/* current stack len = 2 */
// See if we had a 2nd invalidation from the same initial // preinvalidation timestamp. If so, only increment // if the new current value is an increase
// aastore // args
// First we need to suspend any current JTA transaction and obtain // a JDBC connection
// Get the caller
// The 'from element' that represents the elements of the collection.
// remember that ordinal parameters numbers are 1-based!!!
// returnign null!
//TODO: add referencedClass to disambiguate to FKs on the same //      columns, pointing to different tables
